Community,Date,Time,Fixture type,Competition,Home,Home Score,Away Score,Away,Winner,No Score Type,Walkover Reason,Venue,Team Type,Conference,Tier,Score Margin,Total Points ,Team Conceding Walkover,Fixtures,League Fixtures,Knockout Fixtures,Number of Walkovers,Voids,Blowout Game(s),Zero Score?,Blowout to Zero
BUCS Hockey 22-23,19/10/2022,17:00,League,ICG Women's Northern Tier 2,Manchester Women's 1,5,3,Liverpool Women's 2,Manchester Women's 1,,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: Hockey 21-22",Women's,Northern,Tier 2,2,8,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Northern Tier 1,Liverpool Men's 1,1,2,Durham Men's 3,Durham Men's 3,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: Lacrosse 21-22",Men's,Northern,Tier 1,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Premier (North/South),Exeter Men's 2,2,1,Cardiff Men's 1,Exeter Men's 2,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Western Tier 2,Exeter Men's 5,1,3,Exeter Men's 4,Exeter Men's 4,,,"Sand Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Men's,Western,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Midlands Tier 2,Nottingham Men's 5,1,2,Birmingham Men's 4,Birmingham Men's 4,,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: Hockey 21-22",Men's,Midlands,Tier 2,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,ICG Women's South Eastern Tier 5,Imperial Women's 4 (Medics),4,1,Bucks New Women's 1,Imperial Women's 4 (Medics),,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: Football 21-22",Women's,South Eastern,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,ICG Women's Scottish Tier 4,Glasgow Caledonian Women's 1,4,0,Aberdeen Women's 2,Glasgow Caledonian Women's 1,,,"Glasgow National Hockey Centre, 8 Kings Drive, G40 1HB Provider: Hockey 21-22",Women's,Scottish,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:45,League,ICG Women's Western Tier 4,Bath Spa Women's 1,0,16,Royal Agricultural Women's 1,Royal Agricultural Women's 1,,,Frome Sport & Fitness  Provider: Hockey 21-22,Women's,Western,Season,16,16,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,16:40,League,ICG Women's South Eastern Tier 1,UCL Women's 2 (RUMS),6,1,Queen Mary Women's 1 (Barts),UCL Women's 2 (RUMS),,,"Dukes Meadow Astroturf Hockey Pitch - Dukes Meadow, Dan Mason Drive, W4 2SH Provider: Hockey 21-22",Women's,South Eastern,Tier 1,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's South Eastern Tier 4,Portsmouth Men's 3,0,0,Royal Holloway Men's 2,Portsmouth Men's 3,HomeWalkover,,"Astro - Langstone Pitches, Furze Lane, Southsea, PO4 8LW Provider: Hockey 21-22",Men's,South Eastern,Season,0,0,Royal Holloway Men's 2,1,1,0,1,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's Northern Tier 3,Durham Men's 5,2,4,Leeds Beckett Men's 2,Leeds Beckett Men's 2,,,The Sports and Wellbeing Park Hockey Provider: Durham University,Men's,Northern,Season,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:30,League,ICG Women's Midlands Tier 1,Birmingham Women's 3,0,0,Loughborough Women's 3,,Draw,,"Water Based Pitch 1, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Women's,Midlands,Tier 1,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's Midlands Tier 1,Nottingham Trent Men's 4,0,3,Nottingham Men's 4,Nottingham Men's 4,,,Clifton Hockey Pitch Provider: Hockey 21-22,Men's,Midlands,Tier 1,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's Midlands Tier 1,Birmingham Men's 3,1,0,Oxford Men's 2,Birmingham Men's 3,,,"Water Based Pitch 2, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Men's,Midlands,Tier 1,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's South Eastern Tier 1,Kent Men's 1,4,1,Sussex Men's 1,Kent Men's 1,,,"Parkwood Astro, Parkwood, University of Kent, Canterbury, CT2 7SR
 Provider: Hockey 21-22",Men's,South Eastern,Tier 1,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's Premier (North/South),Sheffield Hallam Men's 1,2,1,Manchester Men's 1,Sheffield Hallam Men's 1,,,Abbeydale Sports Club (Water Based) Provider: Hockey 21-22,Men's,Premier Tier,Premier Tier,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's Premier (North/South),Oxford Brookes Men's 1,3,3,Bristol Men's 2,,Draw,,"Oxford Brookes University Centre for Sport, Cheney Lane, Headington, Oxford, OX3 0GB Provider: Fencing 21-22",Men's,Premier Tier,Premier Tier,0,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:30,League,Men's Western Tier 3,Bristol Men's 5,3,6,Cardiff Men's 5,Cardiff Men's 5,,,"Lower Astro, Coombe Dingle Sports Complex, Coombe Lane, Bristol BS9 2BJ Provider: Hockey 21-22",Men's,Western,Season,3,9,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:30,League,ICG Women's Northern Tier 3,Chester Women's 1,6,4,Salford Women's 1,Chester Women's 1,,,"Astro-turf Pitch, Exton Park Campus Provider: Lacrosse 21-22",Women's,Northern,Season,2,10,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:30,League,ICG Women's Western Tier 4,Hartpury Women's 1,2,2,Bristol Women's 5,,Draw,,Kings School Provider: Kings School,Women's,Western,Season,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:15,League,Men's Northern Tier 1,Newcastle Men's 1,6,1,Manchester Met Men's 1,Newcastle Men's 1,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Men's,Northern,Tier 1,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:15,League,Men's Premier (North/South),Cardiff Met Men's 1,1,2,Bristol Men's 1,Bristol Men's 1,,,Hockey Astro Turf (Sand Dressed) Provider: Hockey 21-22,Men's,Premier Tier,Premier Tier,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,Men's Scottish Tier 1,Edinburgh Men's 2,4,0,St Andrews Men's 1,Edinburgh Men's 2,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Men's,Scottish,Tier 1,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:00,League,Men's Scottish Tier 2,Stirling Men's 1,6,2,Aberdeen Men's 1,Stirling Men's 1,,,"Gannochy Sand Astro	
Gannochy Sports Centre	
FK9 4LA Provider: Hockey 21-22",Men's,Scottish,Tier 2,4,8,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Northern Tier 5,Bangor Women's 2,0,11,Liverpool John Moores Women's 2,Liverpool John Moores Women's 2,,,"Ffriddoedd Synthetic Pitch, Canolfan Brailsford, Ffriddoedd Rd., Bangor LL57 2EH Provider: Hockey 21-22",Women's,Northern,Season,11,11,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Midlands Tier 3,Birmingham City Women's 1,0,8,Birmingham Women's 6,Birmingham Women's 6,,,"Doug Ellis Sports Centre, Aldridge Road Perry Barr Birmingham B42 2TP Provider: Netball 21-22",Women's,Midlands,Season,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's South Eastern Tier 3,Queen Mary Women's 2,5,1,King's College Women's 3 (GKT),Queen Mary Women's 2,,,Lee Valley Hockey and Tennis Centre Provider: Hockey 21-22,Women's,South Eastern,Season,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Northern Tier 1,Leeds Women's 2,0,5,Leeds Beckett Women's 1,Leeds Beckett Women's 1,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Women's,Northern,Tier 1,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Western Tier 1,Southampton Women's 1,1,0,Cardiff Met Women's 2,Southampton Women's 1,,,"Wide Lane Sports Grounds, Wide Lane, Eastleigh, Hampshire, SO50 5PE Provider: American Football 21-22",Women's,Western,Tier 1,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:00,League,Men's Western Tier 1,Swansea Men's 1,4,2,Southampton Men's 1,Swansea Men's 1,,,Swansea University (Hockey) Provider: Hockey 22-23,Men's,Western,Tier 1,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,Men's South Eastern Tier 1,Chichester Men's 1,2,3,UCL Men's 1,UCL Men's 1,,,"UoC Astro, College Lane, Chichester, PO19 6PE Provider: Hockey 21-22",Men's,South Eastern,Tier 1,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Premier (North/South),Loughborough Women's 2,1,0,Durham Women's 2,Loughborough Women's 2,,,"Waterbase Hockey Pitch, Loughborough University, LE11 3TU Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:00,League,Men's Western Tier 3,Cardiff Men's 4 (Medics),3,3,Bristol Men's 4,,Draw,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Men's,Western,Season,0,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,Men's Western Tier 2,Gloucestershire Men's 1,0,5,Cardiff Men's 3,Cardiff Men's 3,,,"Oxstalls Sports Park, Tewkesbury Road, Gloucester  
GL2 9DW         Tel: 01452 396969 Provider: Hockey 21-22",Men's,Western,Tier 2,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Scottish Tier 4,Aberdeen Women's 3,2,2,Edinburgh Women's 6,,Draw,,Hillhead Pitches (sand dressed synthetic pitch Provider: Aberdeen Sports Village,Women's,Scottish,Season,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Scottish Tier 4,Glasgow Women's 4,2,3,St Andrews Women's 3,St Andrews Women's 3,,,"Garscube Sports Complex, West of Scotland Science Park, Maryhill Road, Glasgow. G20 0SP (01413305363) Provider: Football 21-22",Women's,Scottish,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Scottish Tier 5,Robert Gordon Women's 2,6,0,Aberdeen Women's 4,Robert Gordon Women's 2,,,Countesswells Sports Field Provider: RGC,Women's,Scottish,Season,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,16:00,League,Men's Midlands Tier 3,East Anglia Men's 1,3,2,Nottingham Men's 6,East Anglia Men's 1,,,"Astro Pitch, Sportspark, University of East Anglia, Norwich, NR4 7TJ Provider: Hockey 21-22",Men's,Midlands,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,16:00,League,ICG Women's Midlands Tier 2,Oxford Women's 2,7,2,Loughborough Women's 5,Oxford Women's 2,,,"Fletcher Field Artificial Pitch
Iffley Road Sports Centre
OX4 1SR Provider: Hockey 21-22",Women's,Midlands,Tier 2,5,9,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:45,League,Men's Northern Tier 3,Sheffield Men's 2,7,1,Hull Men's 1,Sheffield Men's 2,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: Hockey 21-22",Men's,Northern,Season,6,8,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:30,League,Men's Northern Tier 5,York St John Men's 1,2,1,Northumbria Men's 2,York St John Men's 1,,,Selby Leisure Centre Provider: Selby Leisure Centre,Men's,Northern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:30,League,ICG Women's Scottish Tier 3 ,Strathclyde Women's 2,0,3,St Andrews Women's 2,St Andrews Women's 2,,,"University of Strathclyde - Stepps Playing Fields, 15 Avenue End Road, Glasgow, G33 6ND Provider: Strathclyde Sport",Women's,Scottish,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:30,League,Men's South Eastern Tier 3,Queen Mary Men's 2 (Barts),9,0,St George's Men's 1,Queen Mary Men's 2 (Barts),,,Lee Valley Hockey and Tennis Centre Provider: Hockey 21-22,Men's,South Eastern,Season,9,9,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:30,League,ICG Women's Northern Tier 5,Sheffield Hallam Women's 3,0,1,Leeds Women's 5,Leeds Women's 5,,,Sheffield Hallam Sports Park Provider: Ultimate 21-22,Women's,Northern,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:30,League,ICG Women's Northern Tier 2,Northumbria Women's 1,2,0,Newcastle Women's 3,Northumbria Women's 1,,,"The Parks Sport Centre, ATP Provider: Hockey 21-22",Women's,Northern,Tier 2,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:30,League,Men's Premier (North/South),Warwick Men's 1,2,2,Nottingham Trent Men's 2,,Draw,,"Waterbased Hockey Pitch - Westwood Campus, Kirby Corner Road, Coventry, UK CV4 8AH Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:30,League,ICG Women's Premier (North/South),Cambridge Women's 1,4,0,Reading Women's 1,Cambridge Women's 1,,,"Wilberforce Road Sports Ground, Wilberforce Road CB3 0EQ
 Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:30,League,ICG Women's Midlands Tier 5,Warwick Women's 3,4,1,Nottingham Trent Women's 6,Warwick Women's 3,,,"Sandbased Hockey Pitch - Westwood Campus, Kirby Corner Road, Coventry, UK CV4 8UW Provider: Hockey 21-22",Women's,Midlands,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:30,League,Men's Northern Tier 5,UCLan Men's 1,16,0,Huddersfield Men's 1,UCLan Men's 1,,,"UCLan Sports Arena
Tom Benson Way
Preston
PR2 1SG Provider: Rugby League 21-22",Men's,Northern,Season,16,16,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,15:30,League,ICG Women's Scottish Tier 5,Edinburgh Women's 8,19,0,Edinburgh Napier Women's 2,Edinburgh Women's 8,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Women's,Scottish,Season,19,19,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,15:15,League,Men's South Eastern Tier 3,Imperial Men's 4,0,4,UCL Men's 3,UCL Men's 3,,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: Football 21-22",Men's,South Eastern,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's Northern Tier 4,Manchester Men's 4,10,1,Cumbria Men's 1,Manchester Men's 4,,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: Hockey 21-22",Men's,Northern,Season,9,11,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's South Eastern Tier 4,Surrey Men's 2,0,1,Hertfordshire Men's 1,Hertfordshire Men's 1,,,Surrey Sports Park GU2 7AD Provider: Football 21-22,Men's,South Eastern,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's South Eastern Tier 4,Canterbury CC Men's 2,0,3,Sussex Men's 2,Sussex Men's 2,,,"Polo Farm Sports Club		Littlebourne Road, Canterbury, Kent, CT3 4AF Provider: Hockey 21-22",Men's,South Eastern,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's South Eastern Tier 2,Portsmouth Men's 2,9,1,Essex Men's 1,Portsmouth Men's 2,,,"Astro - Langstone Pitches, Furze Lane, Southsea, PO4 8LW Provider: Hockey 21-22",Men's,South Eastern,Tier 2,8,10,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Northern Tier 5,York Women's 3,3,2,Leeds Women's 7,York Women's 3,,,"JLD Astro, University of York, YO10 5NA Provider: Hockey 21-22",Women's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Northern Tier 4,Manchester Women's 3,13,1,Liverpool Hope Women's 1,Manchester Women's 3,,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: Hockey 21-22",Women's,Northern,Season,12,14,,1,1,0,0,0,1,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Northern Tier 4,Leeds Beckett Women's 4,1,3,Lancaster Women's 2,Lancaster Women's 2,,,"Hockey Pitch, Headingley Campus, Leeds LS6 3QQ  Provider: Hockey 21-22",Women's,Northern,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Midlands Tier 3,Harper Adams Women's 1,3,1,Worcester Women's 1,Harper Adams Women's 1,,,"Harper Adams University Provider: Astro - Newport, TF10 8NB",Women's,Midlands,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Midlands Tier 3,Leicester Women's 1,0,3,Lincoln Women's 1,Lincoln Women's 1,,,"Roger Bettles Sand AstroRoger Bettles Sports Centre, Manor Road,Oadby	LE2 2LL Provider: Hockey 21-22",Women's,Midlands,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's South Eastern Tier 3,Kent Women's 2,3,3,Reading Women's 3,,Draw,,"Parkwood Astro, Parkwood, University of Kent, Canterbury, CT2 7SR
 Provider: Hockey 21-22",Women's,South Eastern,Season,0,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's South Eastern Tier 3,King's College Women's 4,1,2,St George's Women's 1,St George's Women's 1,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Rugby Union 21-22",Women's,South Eastern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Midlands Tier 2,Nottingham Women's 5,7,0,Oxford Brookes Women's 3,Nottingham Women's 5,,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: Hockey 21-22",Women's,Midlands,Tier 2,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's South Eastern Tier 2,Royal Holloway Women's 1,1,2,King's College Women's 2 (GKT),King's College Women's 2 (GKT),,,Royal Holloway - MY Astroturf Provider: Hockey 21-22,Women's,South Eastern,Tier 2,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Western Tier 1,Exeter Women's 3,6,1,Cardiff Women's 2,Exeter Women's 3,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Women's,Western,Tier 1,5,7,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Premier (North/South),Nottingham Women's 2,1,5,Birmingham Women's 2,Birmingham Women's 2,,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Premier (North/South),UCL Women's 1,0,0,Swansea Women's 1,,Draw,,"Dukes Meadow Astroturf Hockey Pitch - Dukes Meadow, Dan Mason Drive, W4 2SH Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's Western Tier 2,Plymouth Men's 1,1,5,UWE Men's 1,UWE Men's 1,,,"Plymouth Marjon University Sports Centre, PL6 8BH Provider: Hockey 21-22",Men's,Western,Tier 2,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Western Tier 3,Aberystwyth Women's 1,0,4,Bristol Women's 4,Bristol Women's 4,,,"Lampeter Leisure Centre
Peterwell Terrace
Lampeter SA48 7BX Provider: Hockey 21-22",Women's,Western,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Northern Tier 3,Liverpool Women's 3,3,2,Keele Women's 1,Liverpool Women's 3,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: Lacrosse 21-22",Women's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Northern Tier 3,Northumbria Women's 2,0,3,Leeds Women's 3,Leeds Women's 3,,,"The Parks Sport Centre, ATP Provider: Hockey 21-22",Women's,Northern,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's South Eastern Tier 4,Canterbury CC Women's 2,0,8,Surrey Women's 3,Surrey Women's 3,,,"Polo Farm Sports Club		Littlebourne Road, Canterbury, Kent, CT3 4AF Provider: Hockey 21-22",Women's,South Eastern,Season,8,8,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Scottish Tier 5,St Andrews Women's 4,5,1,Heriot-Watt Women's 2,St Andrews Women's 4,,,"Saints Sport, University Park, St Leonards Road St Andrews Fife KY16 9DY 01334462190 Provider: Korfball 21-22",Women's,Scottish,Season,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's Western Tier 4,Royal Agricultural Men's 1,2,1,Winchester Men's 1,Royal Agricultural Men's 1,,,Royal Agricultural University Provider: Rugby League 21-22,Men's,Western,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's Western Tier 4,Exeter Men's 7,13,0,Bath Spa Men's 1,Exeter Men's 7,,,"Sand Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Men's,Western,Season,13,13,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Western Tier 4,UWE Women's 2,2,1,Southampton Women's 4,UWE Women's 2,,,Centre for Sport Astro Pitch Provider: Hockey 21-22,Women's,Western,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,15:00,League,ICG Women's Northern Tier 2,Lancaster Women's 1,2,0,Manchester Women's 2,Lancaster Women's 1,,,"Astro 1, Sports Centre, Lancaster University, Lancaster, LA1 4YQ Provider: Rugby Union 21-22",Women's,Northern,Tier 2,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,15:00,League,Men's Northern Tier 3,Edge Hill Men's 1,6,0,Salford Men's 1,Edge Hill Men's 1,,,"Edge Hill Sports Centre, St Helens Road, L39 4QP Provider: Rugby League 21-22",Men's,Northern,Season,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,14:45,League,Men's Northern Tier 2,Durham Men's 4,2,2,Sheffield Hallam Men's 2,,Draw,,The Sports and Wellbeing Park Hockey Provider: Durham University,Men's,Northern,Tier 2,0,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,14:45,League,ICG Women's Midlands Tier 2,Nottingham Trent Women's 2,3,3,Birmingham Women's 5,,Draw,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Midlands,Tier 2,0,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,14:30,League,Men's South Eastern Tier 5,Reading Men's 4,6,0,Imperial Men's 7 (Medics),Reading Men's 4,,,"Reading University SportsPark - STP
Shinfield Road
Whiteknights Campus
Reading
RG6 6UR Provider: Hockey 21-22",Men's,South Eastern,Season,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,14:30,League,Men's Northern Tier 4,Leeds Men's 5,0,1,Sheffield Men's 4,Sheffield Men's 4,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Men's,Northern,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,14:30,League,Men's Midlands Tier 4,Birmingham Men's 6,2,4,Oxford Brookes Men's 5,Oxford Brookes Men's 5,,,"Water Based Pitch 2, Bournbrook Pavilion, 48 Aston Webb Blvd, Birmingham B15 2GR Provider: Hockey 21-22",Men's,Midlands,Season,2,6,,1,1,0,0,0,0,0,0
